POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE,ANALYZED_BY,PAPER
TB1P1,indigo carmine,4.7,NaN,78.3,10.4236/msce.2020.812004,deepseek-v4-flash (pdf2text),Adsorption_of_Indigo_Carmine_Dye_by_Composite_Activated_Carbons_Prepared_from_Plastic_Waste_PET_and_Banana_Pseudo_Stem
TB1P1h,indigo carmine,4.7,NaN,67.7,10.4236/msce.2020.812004,deepseek-v4-flash (pdf2text),Adsorption_of_Indigo_Carmine_Dye_by_Composite_Activated_Carbons_Prepared_from_Plastic_Waste_PET_and_Banana_Pseudo_Stem
TB2P1,indigo carmine,4.7,NaN,77.51,10.4236/msce.2020.812004,deepseek-v4-flash (pdf2text),Adsorption_of_Indigo_Carmine_Dye_by_Composite_Activated_Carbons_Prepared_from_Plastic_Waste_PET_and_Banana_Pseudo_Stem
PANI-NiFe2O4,Malachite green,7,30,4.09,10.1007/s13204-014-0383-5,deepseek-v4-flash (pdf2text),Adsorption_of_malachite_green_by_polyanilinenickel_ferrite_magnetic_nanocomposite_an_isotherm_and_kinetic_study
PANI-NiFe2O4,Malachite green,7,60,6.81,10.1007/s13204-014-0383-5,deepseek-v4-flash (pdf2text),Adsorption_of_malachite_green_by_polyanilinenickel_ferrite_magnetic_nanocomposite_an_isotherm_and_kinetic_study
PANI-NiFe2O4,Malachite green,7,90,8.62,10.1007/s13204-014-0383-5,deepseek-v4-flash (pdf2text),Adsorption_of_malachite_green_by_polyanilinenickel_ferrite_magnetic_nanocomposite_an_isotherm_and_kinetic_study
PANI-NiFe2O4,Malachite green,7,30,2.3,10.1007/s13204-014-0383-5,deepseek-v4-flash (pdf2text),Adsorption_of_malachite_green_by_polyanilinenickel_ferrite_magnetic_nanocomposite_an_isotherm_and_kinetic_study
PANI-NiFe2O4,Malachite green,7,60,3.34,10.1007/s13204-014-0383-5,deepseek-v4-flash (pdf2text),Adsorption_of_malachite_green_by_polyanilinenickel_ferrite_magnetic_nanocomposite_an_isotherm_and_kinetic_study
PANI-NiFe2O4,Malachite green,7,90,4.2,10.1007/s13204-014-0383-5,deepseek-v4-flash (pdf2text),Adsorption_of_malachite_green_by_polyanilinenickel_ferrite_magnetic_nanocomposite_an_isotherm_and_kinetic_study
GO-HES composite hydrogel,Malachite green,8.5,25,12.4,10.21203/rs.3.rs-976656/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Malachite_Green_from_Aqueous_Solution_Using_Hydroxyethyl_Starch_Hydrogel_Improved_by_Graphene_Oxide
GO-HES composite hydrogel,Malachite green,8.5,125,57.5,10.21203/rs.3.rs-976656/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Malachite_Green_from_Aqueous_Solution_Using_Hydroxyethyl_Starch_Hydrogel_Improved_by_Graphene_Oxide
GO-HES composite hydrogel,Malachite green,8.5,250,85.0,10.21203/rs.3.rs-976656/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Malachite_Green_from_Aqueous_Solution_Using_Hydroxyethyl_Starch_Hydrogel_Improved_by_Graphene_Oxide
Durian seed immobilized Ca-alginate,Hg(II),6,NaN,1.553,https://doi.org/10.24036/eksakta/vol23-iss01/305,deepseek-v4-flash (pdf2text),Adsorption_of_Mercury_from_Aqueous_Solution_on_Durian_Durio_zibethinus_Seed_Immobilized_Alginate
Durian seed immobilized Ca-alginate,Hg(II),6,10,1.786,https://doi.org/10.24036/eksakta/vol23-iss01/305,deepseek-v4-flash (pdf2text),Adsorption_of_Mercury_from_Aqueous_Solution_on_Durian_Durio_zibethinus_Seed_Immobilized_Alginate
Durian seed immobilized Ca-alginate,Hg(II),NaN,NaN,2.880,https://doi.org/10.24036/eksakta/vol23-iss01/305,deepseek-v4-flash (pdf2text),Adsorption_of_Mercury_from_Aqueous_Solution_on_Durian_Durio_zibethinus_Seed_Immobilized_Alginate
Durian seed immobilized Ca-alginate,Hg(II),NaN,NaN,2.274,https://doi.org/10.24036/eksakta/vol23-iss01/305,deepseek-v4-flash (pdf2text),Adsorption_of_Mercury_from_Aqueous_Solution_on_Durian_Durio_zibethinus_Seed_Immobilized_Alginate
Durian seed immobilized Ca-alginate,Hg(II),NaN,250,62.067,https://doi.org/10.24036/eksakta/vol23-iss01/305,deepseek-v4-flash (pdf2text),Adsorption_of_Mercury_from_Aqueous_Solution_on_Durian_Durio_zibethinus_Seed_Immobilized_Alginate
Durian seed immobilized Ca-alginate,Hg(II),6,300,74.121,https://doi.org/10.24036/eksakta/vol23-iss01/305,deepseek-v4-flash (pdf2text),Adsorption_of_Mercury_from_Aqueous_Solution_on_Durian_Durio_zibethinus_Seed_Immobilized_Alginate
corncob activated carbon,methyl orange,NaN,NaN,107.527,10.34198/ejcs.8222.205224,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_on_Corncob_Activated_Carbon_Kinetic_Equilibrium_and_Thermodynamic_Studies
chitosan,methyl orange,4,100,30.14,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,5,100,25.52,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,6,100,16.58,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,7,100,15.75,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,8,100,14.02,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,9,100,11.79,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,15,5.53,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,30,11.26,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,40,15.52,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,50,19.08,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,70,24.29,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,100,29.82,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,50,18.48,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,50,18.94,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,50,19.40,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
chitosan,methyl orange,4,50,20.24,10.4236/jwarp.2010.210107,deepseek-v4-flash (pdf2text),Adsorption_of_Methyl_Orange_onto_Chitosan_from_Aqueous_Solution
Alkali-activated blast furnace slag-lignin composite foam,Methylene blue,7,100,39.5,10.1007/s13762-023-05245-5,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_by_composite_foams_containing_alkali-activated_blast_furnace_slag_and_lignin
PVA/CMC/halloysite nanoclay,methylene blue,10,10,8.29,Radoor et al. 2020,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_dye_from_aqueous_solution_by_a_novel_PVACMChalloysite_nanoclay_bio_composite_Characterization_kinetics_isotherm_and_antibacterial_properties
PVA/CMC/halloysite nanoclay,methylene blue,NaN,110,80,Radoor et al. 2020,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_dye_from_aqueous_solution_by_a_novel_PVACMChalloysite_nanoclay_bio_composite_Characterization_kinetics_isotherm_and_antibacterial_properties
PVA/CMC/halloysite nanoclay,methylene blue,NaN,NaN,7.6,Radoor et al. 2020,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_dye_from_aqueous_solution_by_a_novel_PVACMChalloysite_nanoclay_bio_composite_Characterization_kinetics_isotherm_and_antibacterial_properties
FLAC,methylene blue,7,20,6.25,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,200,38.9,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,80,22.6,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,80,28.8,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,11,80,24.5,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,80,33.8,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,80,10,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,80,44.5,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,7,80,24.9,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,NaN,NaN,22.7,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,NaN,NaN,54.9,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,NaN,NaN,69.93,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,NaN,NaN,29.2,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
FLAC,methylene blue,NaN,NaN,30.9,10.21203/rs.3.rs-2449414/v1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_from_aqueous_solution_using_low_cost_adsorbent_Kinetic_Isotherm_Adsorption_and_Thermodynamic_Studies
Fe3O4 Magnetized Natural Zeolite,Methylene Blue,9,10,15.5038,Table 1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_using_Fe3O4_Magnetized_Natural_Zeolite_Adsorbent
Fe3O4 Magnetized Natural Zeolite,Methylene Blue,9,10,3.5537,Table 1,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_using_Fe3O4_Magnetized_Natural_Zeolite_Adsorbent
Fe3O4 Magnetized Natural Zeolite,Methylene Blue,9,NaN,32.258,Table 2,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_Dye_using_Fe3O4_Magnetized_Natural_Zeolite_Adsorbent
NaN,Methylene blue,NaN,NaN,21.6,Iraqi Journal of Agricultural Sciences –2023:54(5):1387-1397,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_FROM_AQUEOUS_SOLUTION_USING_FREE_AND_IMMOBILIZED_ALGAE_CELLS
Sodium alginate,Methylene blue,NaN,NaN,20.5,Iraqi Journal of Agricultural Sciences –2023:54(5):1387-1397,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_FROM_AQUEOUS_SOLUTION_USING_FREE_AND_IMMOBILIZED_ALGAE_CELLS
NaN,Methylene blue,NaN,NaN,9.05,Iraqi Journal of Agricultural Sciences –2023:54(5):1387-1397,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_FROM_AQUEOUS_SOLUTION_USING_FREE_AND_IMMOBILIZED_ALGAE_CELLS
Sodium alginate,Methylene blue,NaN,NaN,9.11,Iraqi Journal of Agricultural Sciences –2023:54(5):1387-1397,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_FROM_AQUEOUS_SOLUTION_USING_FREE_AND_IMMOBILIZED_ALGAE_CELLS
NaN,Methylene blue,NaN,NaN,6.9,Iraqi Journal of Agricultural Sciences –2023:54(5):1387-1397,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_FROM_AQUEOUS_SOLUTION_USING_FREE_AND_IMMOBILIZED_ALGAE_CELLS
Sodium alginate,Methylene blue,NaN,NaN,7.7,Iraqi Journal of Agricultural Sciences –2023:54(5):1387-1397,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_FROM_AQUEOUS_SOLUTION_USING_FREE_AND_IMMOBILIZED_ALGAE_CELLS
SSS-H₃PO₄AC,MB,6,1013,8.9,10.1007/s44444-025-00090-y,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_from_aqueous_solutions_using_activated_carbon_derived_from_sand_box_seed_shell_Hura_crepitans_Isothermal_thermodynamic_and_kinetic_studies
SSS-KOHAC,MB,6,1013,8.2,10.1007/s44444-025-00090-y,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_from_aqueous_solutions_using_activated_carbon_derived_from_sand_box_seed_shell_Hura_crepitans_Isothermal_thermodynamic_and_kinetic_studies
Rumex abyssinicus activated carbon,methylene blue,9,200,322,DOI:10.1038/s41598-023-32341-w,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_from_textile_industrial_wastewater_using_activated_carbon_developed_from_Rumex_abyssinicus_plant
Rumex abyssinicus activated carbon,methylene blue,9,NaN,387.56,DOI:10.1038/s41598-023-32341-w,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_from_textile_industrial_wastewater_using_activated_carbon_developed_from_Rumex_abyssinicus_plant
Rumex abyssinicus activated carbon,methylene blue,9,NaN,165.77,DOI:10.1038/s41598-023-32341-w,deepseek-v4-flash (pdf2text),Adsorption_of_methylene_blue_from_textile_industrial_wastewater_using_activated_carbon_developed_from_Rumex_abyssinicus_plant
ZnCl2-AC,methylene blue,NaN,25,7.472,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
ZnCl2-AC,methylene blue,NaN,50,15.252,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
ZnCl2-AC,methylene blue,NaN,100,30.805,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
ZnCl2-AC,methylene blue,NaN,200,53.583,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
ZnCl2-AC,methylene blue,NaN,300,71.916,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
ZnCl2-AC,methylene blue,NaN,400,89.302,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
KOH-AC,methylene blue,NaN,25,7.75,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
KOH-AC,methylene blue,NaN,50,15.805,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
KOH-AC,methylene blue,NaN,100,31.916,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
KOH-AC,methylene blue,NaN,200,58.583,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
KOH-AC,methylene blue,NaN,300,87.472,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
KOH-AC,methylene blue,NaN,400,111.361,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
H3PO4-AC,methylene blue,NaN,25,8.021,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
H3PO4-AC,methylene blue,NaN,50,16.311,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
H3PO4-AC,methylene blue,NaN,100,32.751,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
H3PO4-AC,methylene blue,NaN,200,58.31,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
H3PO4-AC,methylene blue,NaN,300,85.521,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
H3PO4-AC,methylene blue,NaN,400,103.861,10.31436/iiumej.v22i2.1682,deepseek-v4-flash (pdf2text),ADSORPTION_OF_METHYLENE_BLUE_ONTO_ACTIVATED_CARBON_DEVELOPED_FROM_BAOBAB_FRUIT_SHELL_BY_CHEMICAL_ACTIVATION_KINETIC_EQUILIBRIUM_STUDIES
CFAA,methylene blue,5,10,19.79,pH effect,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_using_the_Biosorbent_of_Coconut_Fiber_Activated_by_Nitric_Acid
CFAA,methylene blue,5,10,19.74,kinetic experimental,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_using_the_Biosorbent_of_Coconut_Fiber_Activated_by_Nitric_Acid
CFAA,methylene blue,5,10,9.08,PFO kinetic,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_using_the_Biosorbent_of_Coconut_Fiber_Activated_by_Nitric_Acid
CFAA,methylene blue,5,10,20,PSO kinetic,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_using_the_Biosorbent_of_Coconut_Fiber_Activated_by_Nitric_Acid
CFAA,methylene blue,5,NaN,2,Langmuir isotherm,deepseek-v4-flash (pdf2text),Adsorption_of_Methylene_Blue_using_the_Biosorbent_of_Coconut_Fiber_Activated_by_Nitric_Acid
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",1.2,20,0.9510,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",2.6,20,0.9517,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",3.6,20,0.9536,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,4.1279,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,2.4068,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,1.6265,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,1.2309,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,0.9882,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,0.8217,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
"""burned initiated Iraqi bentonite""","""Metoclopromide hydrochloride""",NaN,20,0.7033,"""Alkhazrajy et al.",deepseek-v4-flash (pdf2text),Adsorption_of_Metoclopromide_Hydrochloride_onto_Burned_Initiated_Iraqi_Bentonite
